Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	gtdb	kegg	uniprot	eggnog	ncbi	PhaC_status
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	b47e641cd917045e23d03ab1c604f93f	NA	YES	YES	NA	NA	YES
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	NA	b7a2f949d87f6ce14145811c2d2974af	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Bacilli	Lactobacillales	Family of Lactobacillales	Genus_of_Lactobacillales	NA	e69fbc08da2d8b1ffd5c17095cea545f	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA	8fabb679415fe6a9969015076873e211	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	e7f6a56d677cc373631db5f4b2e53b3e	NA	YES	YES	YES	YES	YES
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA	14157bc4e39b53398340eff3ef2585b6	NA	NA	NA	YES	NA	YES
Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	NA	e039d8732b0f07657333be05e9c151ee	NA	YES	YES	NA	NA	YES
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA	5d9d26c256bd5edd6c80e3737cec49e3	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA	3be3727065012ee230aec2d2394b613e	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Bacilli	RF39	RF39	RF39	NA	653b64e9ba3ce16016c6f7e6f89eca12	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA	555a3619c7746cdad6de2b1c181e791c	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA	bc375b3e6d7556ba7da6ff897f744f30	NA	NA	NA	NA	NA	Unknown
Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	NA	2e3531eb18569fa20724649f6863a99d	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter	NA	ffd0eeaeb49e1d310aa678448b1d68ca	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family_XI	Genus_of_Family_XI	NA	869f40949428f3dabb175e72bfae23a8	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Genus_of_Peptostreptococcales-Tissierellales	NA	1c3ae1bcfcd79fc266da7ebceed1eef4	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	NA	eaf354772447bd5ab1c6b7c573aacc53	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Acidaminobacteraceae	Acidaminobacter	NA	757fd4436011b0d485fd2538064cdb29	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA	54cf6d784a6f97a5e14ca57ab718f7ba	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Proteocatella	NA	e2c9fb9cbd7a5ad509fa150936f43cd6	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA	b180a2455b236c103cf0bfe620095736	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Acetoanaerobium	NA	11dbf00df8361a3e91635a55de4ed5ee	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA	99d2491ca9702e5053cb6e62d0349555	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	XBB1006	NA	2bb4936212530cde65ba75ca2eeb811a	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	a98fbccadd4abe4b3aefed85f3a84af3	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	NA	3e1f0a5b4f0c2e1ae51a17f597536337	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	NA	2b335f368deba69c6c95c18da31dc5f4	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_7	NA	b66b9a4f948f41e942d0791ebf42217f	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	NA	e9e060e5e0e46911cad92b8292aeefd7	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Blastocatellia	11-24	11-24	11-24	NA	4474fdef6ec3ea65798a29a98c0c3e7f	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	NA	09db1735a7dea59aa8cc73923df1d14d	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Genus_of_Blastocatellaceae	NA	54f8ee204623f9431145ee6f40c9b347	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA	fc92bc919f6387485217c903f61e3f15	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100	DS-100	NA	a0c5014cf903410d067fa1c6cbe6cd7d	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	cvE6	NA	c6e87ff810ca16aff7ffd59dab237cb5	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Genus_of_Simkaniaceae	NA	9f231dc3fa5520b801ce2cd2fb1d98e2	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	NA	94f7027f1dbceb2c005246918d9a30a6	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	NA	338e02b1277f210b9da1dd36fc515026	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Family of Vicinamibacterales	Genus_of_Vicinamibacterales	NA	e962dc8657fbb3f185fe739705b58fbb	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Genus_of_Vicinamibacteraceae	NA	c2e40df149356dd4cd0f0689d14b45ed	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	NA	ee8e24c331a00c52d94b99d83fb32ade	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	NA	26ce2aa108497d5c4d74c6b10317f00b	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA	cf38562cf9736c81e63f9dc6085d18ba	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	028H05-P-BN-P5	028H05-P-BN-P5	028H05-P-BN-P5	028H05-P-BN-P5	NA	6de8858711d580c90212baef6a685d99	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Class of Planctomycetota	Order of Planctomycetota	Family of Planctomycetota	Genus_of_Planctomycetota	NA	5ee16c343908adbbc970adae6c51b12e	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Phycisphaerae	Pla1_lineage	Pla1_lineage	Pla1_lineage	NA	bc960fe0c299eb1ef3b605948fd66415	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3_termite_group	CPla-3_termite_group	NA	2763d6220a25a22917a37778402e9c5b	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaeraceae	NA	1969eccbff136c56727be3bf6f80e17a	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA	6b932b50ef54a43454069912c2f23cfb	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	4d6c0ba2be5780f7eaa06f20f8d6e9fa	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	NA	e066c683ad1c2904a6aa763ac5584033	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	6c69b67bc429532ce3461ea6f3dc7c82	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	7bf70d1d868133fc82303b1f3fd3317c	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Genus_of_Pirellulaceae	NA	e2262ac0a46057b2eb0c6262da6ada80	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	5db694edf839eff28cb6a47bb5b50693	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Genus_of_Rubinisphaeraceae	NA	d27891ec7eaa21b0099ce51c7b38bc5c	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA	0620149226837b0dc24e722a745740cf	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	NA	ade3ef47a0aa787ffc418e5f9b7da41d	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Family of Planctomycetales	Genus_of_Planctomycetales	NA	b75416c48f46e93a9e3622080cde9b06	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA	6eba22846acf8071bca15cbfd4e80cfc	NA	NA	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Genus_of_Gemmataceae	NA	627812b43c80b6e8906b188d62fc44b0	NA	NA	NA	NA	NA	Unknown
